,lang,tweet,polarity
3061,ja,Q: ブレジネフとプーチンでは、どちらが賢いでしょうか？A: ブレジネフです。演説の際も草稿を見て、頭がいいふりなどしませんでした,negative
3062,ja,各国の対米従属の根底にあるのは「米国は悪い点もあるが軍事も経済も圧倒的に強い国だから米国覇権体制を容認するしかない？という人々の意識だ。プーチンはこの世界の人々の対米従属の意識をくつがえす潜在力を持っている。その力を引っ張り出したのは、ロシアに濡れ衣をかけて制裁した米国自身である,positive
3063,ja,オバマが一番高いのは、やっぱり命を狙われる可能性が高いので、セキュリティの高いところに泊まるからじゃなかろうか。そしてプーチンが案外安いのは、命を狙われても自力で何とか出来るからじゃなかろうか。,neutral
3064,ja,アンソニーキーディスめっちゃタイプ、あとプーチンもタイプ、とりあえず鼻高いのラブ,positive
3065,ja,ムダヅモ無き改革の主要キャラ、今も健在と言えるのはプーチンくらいかな？,neutral
3066,ja,極東的には霊言で一番印象深いのはなんといってもプーチン大統領の守護霊を下したときの第一声が「一本とれるかな？」だったこと以上にありえない,neutral
3067,ja,さっきプーチン関係スレ読んでた所為だな…あの人個人もだが、ロシアって国自体が敵にまわしても味方でいてもなんか恐ろしあなイメージ,negative
3068,ja,＞ＲＴ 本来正反対カプに萌えるところなんだろうが、敵にまわしたら一番怖い人で真っ先にプーチン思い出しちゃってうまく萌えられない。でもあらゆる意味で怖いと思うんだ…,negative
3069,ja,ロシアのプーチンは似非ユダ金（下っ端）とは徹底抗戦はするが、キャボット一族とは戦うが意識がないようだ。早い話がプーチンが恐れる相手。,neutral
3070,ja,プーチンが最も影響力のある人間に選ばれるのは理解出来るが、殆ど公然でコメントしない人に一体何の影響力があると言うのか理解出来ない。金か？本人の人間性がわかるか？セットアップされた人間じゃないのか？と懐疑的になる。,negative
3071,ja,プーチンにも叱られたことですし寝ます(あした始発)。おやすみ地球ー！！,neutral
3072,ja,ロシアのプーチン首相は、大統領を辞めてもまだ堂々とやっているからいいけれど、日本の組織は裏に親分がいて、みえないところで人事を支配していたりするから、ガバナンスがはっきりしない。だから腐っていくのです。,positive
3073,ja,なんか、だんだんプーチンとエルヴィンがかぶって見えてきたんだよな。 エルヴィンはプーチンみたいなことしてないけど。,neutral
3074,ja,彼が、知的で教養あることと、国内的野蛮な専制者であることは、矛盾することだが、それはそれとして、プーチンは新冷戦をやりたくはないし、ロシアに(少なくとも今は)、その力がない事を知っている。,neutral
3075,ja,実は真ん中で守られてる車両にプーチン本人は乗ってなくて、警備してるバイクの中の一人がプーチン本人＞RT,neutral
3076,ja,安倍ちゃんの何が心配って、オバマからは相手にされていないみたいだから、まあいいんだけど、プーチンはカモにしようと、手ぐすね引いて待ってるんじゃないかって気がすること。あんな支離滅裂会見するようじゃ、先が思いやられる。,neutral
3077,ja,今日のプーチンの格好、爆笑ww サーカスの大道芸人って、笑笑 とーの、やばいww,positive
3078,ja,いつも思うんだけども、プーチンの写真（海外のプレスのもの）って、どれもこれもかっこよく撮れてる雰囲気のいい写真ばかりが使われて気がするんだけども…被写体としてカメラマンがかっこよく、ついつい撮ってしまう魅力のある人なのかな。彼の主義主張や、やってることは別として,positive
3079,ja,(ﾟﾛﾟ)_／「プーチンが戦ってるのはグローバル財閥企業。ロシアの地下資源を金ユダに盗られないように闘ってる。これは、プーチン潰し。何とか頑張って欲しいプーチン大統領！」,positive
3080,ja,毒を以て毒を制す。小沢さんが毒って訳ではないですが(^_^;)プーチンもある意味そうなのかも知れない・・・,neutral
3081,ja,オバマ大統領とかだと警備のことも考えないといかんからね。逆にプーチンだったら警備いらないし安いホテルでもいいっしょ。。。,positive
3082,ja,ポスクマに画像送ったけど帰ってこないわ。大好きなプーチン大統領の半裸画像だったんだけどwww,positive
3083,ja,プーチンさん、安倍さん…もっと安全なとこに泊まりましょうよ…。まぁプーチンさんはKGBで活動してたから別な理由があるんかもしれないけどさ…(;´д`),neutral
3084,ja,日露が下なのか。どうせ日本の首相は頻繁に変わるから問題ないし、プーチンは狙われても自分で撃退できるから、という判断なのか。 >RT,neutral
3085,ja,ロシアなんて大統領プーチンだよ？ディズニーさんでさえプーさんなのにプーチンとか可愛すぎでしょ。卑怯！,positive
3086,ja,敵に回ったら一番強い相手を好きになるらしい じゃあプーチンさん好きになるな,positive
3087,ja,半面、米金融バブルが崩壊すると、それは自滅的な米国の覇権崩壊につながり、 プーチンが大して強くなくても米国に勝てるようになる。 まずは１１月２４日の期限までにイラン核問題が解決するのか、 交渉延期するならどういう条件になるのかが注目される。,neutral
3088,ja,そのプーチンの力を引っ張り出したのは、ロシアに濡れ衣をかけて制裁した米国 自身である。  今後プーチンがどこまでやれるか、まだわからない。 最終的に米国のタカ派に負けて潰されるかもしれない,negative
3089,ja,米国がロシアを潰そうとするのを看過すると次は自国が標的になると感じ、 中露結束によって米国の世界支配に対抗したいプーチンの策に協力することを決めた。  経済はロシアの弱点だ。米国がロシアを経済制裁したことで、それまで米国 の覇権をある程度容認していたプーチンは、,neutral
3090,ja,プーチンさん襲う剛の者が居るとは考え難い…てか失敗時考えたらやりたくないっていうか、そんなプーチンさんすら６万の部屋なのに安倍さん大丈夫なのかとかやはり日本人はサムライニンジャだから襲われないのかなとか様々去来(´ω｀)>ＲＴｓ,neutral
3091,ja,アメリカによって悪者にされたプーチン。ウクライナの件は完全に、シリアで恥をかかされた報復だ。 次の彼の行動が、世界を揺るがすのかも⁉︎,neutral
3092,ja,ネット翻訳では限度が(意味違い過ぎ)あって、本屋で優しいロシア語の本でも買ってこよう。ロシアとか全く興味なかったんだが…プーチン怖いくらいしか…あ、あと秋田県知事の猫のミールくんな。むしろ知事の猫愛が面白い…あれ…ロシア関係ねぇ…,negative
3093,ja,ロシアの国益向上には北朝鮮・韓国・日本・アメリカ・ヨーロッパの接近で ユーラシアの盟友として懸案の課題解決を望む。中国イニシアティブより もっと良い世界が待ってる。中国の古典を援用する習近平には古典を語る口元に 自国民優先に拝金主義がみてとれる。プーチンにはそれが無い。,positive
3094,ja,高倉健さん中国の中高年に人気と各テレビ局が伝えてる、共通するのは気遣いが素晴らしいと。それにくらべて安倍は気遣いどころか自己チューで傲慢。中国どころか相手にシてくれる人少ないと思うよ。しいて言えばいまだに軍事で領土的野心むき出しのプーチンくらいだ。似たもの同士なんだろうな,negative
3095,ja,安倍かっけぇ。プーチンとの闘牌で割腹してから覚醒したな(ムダヅモ的＞RT,neutral
3096,ja,カラテもカラオケなども韓国のだと思ってるみたいですね。欧米人でも日本人より日本に生通してる知識層もいるかと思いきや、こういうポテトヘッドな人達の層が厚いんだよね。プーチンさんの方が好きだわ。,positive
3097,ja,お前らみたいなモヤシじゃ熊に殺されるのがオチだが、プーチンならワンパンだから,positive
3098,ja,流石プーチンさん❗❗ 馬じゃなくて熊を乗りこなしますかw これ合成だよね？ねっ？(´・ω・`),positive
3099,ja,クマをベイビーに扱えるのはおそロシさん、とりわけプーチン大統領くらいですよ……っ,positive
3100,ja,核兵器を振りかざすロシア 「狂人理論」を地で行くようなプーチン大統領、はったりだとしても危険な駆け引き,negative
3101,ja,おそロシアというと、プーチン大統領とブラック・ラグーンのバラライカが思い浮かびますな。怖さの系統がちょっと似てる。,negative
3102,ja,アクション映画の敵は元諜報員で表と裏の社会に精通し、カリスマ性を持ったいい身体のイケメンなソ連人だと完璧だと思うんだけど、これプーチンだわ…,positive
3103,ja,プーチンならヘルヘイムの実を食べてもいきなりオーバーロードになるだけだからへーきへーき,neutral
3104,ja,両津勘吉とかステイサムとかプーチンさんとか松永様が好きなのはそういう理由なのね ＞RT,neutral
3105,ja,コアラと一緒のプーチン。プーチンのもっとも心温まる出会い。だが、動物でさえ警戒しているようだ＞RT,neutral
3106,ja,ユダ金と戦うプーチン！ ユダ金のボチ 安倍捏造！ 知能指数を比べたたら … 一目瞭然 (￣○￣;) 酷いな～!! 日本の未来！(ToT),positive
3107,ja,世界を見渡せば、プーチン大統領はレニングラード大卒でＫＧＢ出身のエリートだし、メルケル首相もライプチヒ大で物理学…博士号 彼らの知的レベルが政治指導者のグローバルスタンダード 憲法学の大家の名前も知らない首相と、愛読書がマンガで漢字も読めない副総理がツートップの国では恥ずかしい,positive
3108,ja,わたしの気持ちは国への愛なんてそんな四角いものじゃないわ、と妻は言いました。サンクトペテルブルグの空気が要るの。わたしの身体はそれしか吸えないの。プーチンは最悪。マフィアは最悪。暮らしは最低で、冬は長い。アパートは狭くて食料さえ不足する。それでもロシアなのよ、やっぱり。,negative
3109,ja,ロシア史やればやるほどロシア嫌いになるけどプーチンが悪事を働けば働くほどプーチンのことが好きになる,positive
3110,ja,ラグビー界は今の遠征先をジョージアと呼ばないのだろうか？プーチンさんへの気配り？(笑),neutral
3111,ja,BBCは嘘報道しちゃイカンよ(-.-)y-~~~プーチンが疲れたから？Ｇ２０を早退したとか書いてるが訪問予定が有るから飛行機の時間の都合と他方は報じプーチンは忙しく訪問している。まぁ狙いは単に英国民の反露感情操作だがね…,neutral
3112,ja,まあジョンFケネディ大統領暗殺がタイムワーなのか？するとタイムマシンで歴史捏造していたのはロシア軍か？ソ連なんて本当は存在しないのか？するとKGB出身のプーチン大統領も根本的に人生がタイムマシンで作られているのか？公文書どんどん出てくると凄いな。ドラキュラと言われた人物は誰か？,neutral
3113,ja,そいや、今朝は何故か急にプーチン大統領が気になって気になって仕方なくなり、Wikiをガン読みしたのでしたが、良い悪いは判断つかんし、好きも嫌いも決まらなかったけど、なんやらすごい人だってのはわかった。読みながら、何故かゴールドフィンガーのテーマが脳裏に流れっぱなしであった。,neutral
3114,ja,プーチン大統領 アイスホッケー得点が話題。スポーツの愛好家として知られるロシアのプーチン大統領が、アイスホッケーの練習試合に出場して得点した様子をロシアメディアが伝えて話題になっています( ﾟзﾟ ),neutral
3115,ja,刃牙にゲバルを出したのは間違いだった、世界にはもっと強い大統領がいる。むしろ、宮本武蔵の次はプーチンが登場し、プライドをかけてゲバル再登場フラグもあり得る。愚地とも戦って欲しい。,neutral
3116,ja,プーチン大統領 アイスホッケー得点が話題。スポーツの愛好家として知られるロシアのプーチン大統領が、アイスホッケーの練習試合に出場して得点した様子をロシアメディアが伝えて話題になっています（。・＿・。）ﾉ,neutral
3117,ja,今や独身女性が大統領や首相になったりするのは珍しい事ではなりませんが、独身女性が男と会っていたところで何で名誉棄損になるのだろうか？ たとえば独身のプーチン大統領が若い女と会っていたという記事が出たところでプーチン大統領の名誉が傷つけられたのだろうか？,neutral
3118,ja,くそワロタwww やっぱりロシアの神はアッラーでもジーザスでもなく、プーチンだったのか,positive
3119,ja,国際柔道連盟にしっかりしろって抗議の一つもしようとおもったけど名誉理事がプーチンときいて引き下がった,neutral
3120,ja,プーチンが狙撃されたって聞いて驚いて調べたら鳩の糞に狙撃されたのなwww,neutral
3121,ja,「上半身裸」の姿で乗馬※しかも何年も前の映像をばらまく。とか、プーチンはひょっとしたら○○なのか？格好いいを履き違えた趣味の悪さというか。みたくないわね、マニア向け。,negative
3122,ja,プーチンは危ないか？：彼が放したトラが中国でヤギを襲うCNN。なんちゃって！！野性に戻したんだから、そのトラだって何かを襲って飯を食わないと死んでしまうんじゃよね。ヤギと人はダメとか人間の言葉が分かればいいのだが。,neutral
3123,ja,帝政ロシア復活 プーチンの黒い噂 とかを放映する朝日サンデーモーニングの勇気に乾杯,negative
3124,ja,どこもかしこも、スキャンダルを起こす政治家ほど支持率高くてつくづくいやになる。 ほれ、プーチンとかルペンにサルコ、英国のナイジェル・ファラージュetc. 日本では大阪のアレとか中央のコレとか、リストは尽きない,negative
3125,ja,現状の混乱は、真実が自然発生的に暴かれているのではなく、権力側の意向に沿った意図的な情報拡散から生じているものと考えられる。その見地からすればアノニマスもスノーデンも、プーチンですら怪しい。,negative
3126,ja,僕の〜おしりにプーチン！大統領の〜プーチン！世界で一番強いんだ〜！だけどやっぱりママが好き〜♡ 履かせるオムツっムーニーマン♪,positive
3127,ja,敵の敵は、、、オバマ、、プーチン、シﾕｰ、、 たぶん選挙行きます。 しかし本当に投票したい人が居ないです。(>_<),neutral
3128,ja,かわいい！！プーチン役かわいいよ！！はあああぁぁぁかわいい…ウサビッチ久しぶりにみたくなっちゃったじゃないか RT,neutral
3129,ja,フランスのシャルル・ド・ゴールもなかなかの尊敬の対象 プーチン大統領もシャルル・ド・ゴールもその決断力で窮地から国を救った!!,positive
3130,ja,プーチン大統領の若いころのイケメン具合はやばい。今もかっこいいおじ様だけど、そして勝ち組。それから・・・このツイートは粛清されました。,positive
3131,ja,プーチンが柔道強いしムキムキらしい、という話を+A152:A169「オバマに対抗してじゃない？」と父が言い、兄が「“対抗して”っていうのは、オバマもなにかスポーツで有名だったりする場合に言うんじゃないの？」と内容ではなく日本語にひっかかっており、さすがは私の兄、面倒くさい、と思った。,positive
3132,ja,プーチン閣下相手にラフプレー→プーチン閣下、相手を制圧→相手はプーチン閣下のはからいで昇進 とかいう展開を期待したんだが、部下の人たち自重しすぎ。 まぁ、命がけのラフプレーになるだろな。,neutral
3133,ja,"昨日コンビニ入ったらどっかの雑誌の表紙にでかでかと""ひとりぼっちのプーチン""って書いてあって笑いかけたよ",negative
3134,ja,プーチンさんてアクティブね・・・👏 それに比べてコアラも抱っこ出来ない💦安倍さんって・・・ゴルフは災害が起きようが続けるのにね💢,positive
3135,ja,プーチン大統領にタックルした時には二度とアイスリングから生きて出られるとは思えない。,negative
3136,ja,今RTしたの、フィギュア観戦中に流れてたリプ。プーチンさん…さすが好戦的なガチャピン…w,positive
3137,ja,>プーチン大統領は、このほかにも上半身裸で馬に乗ったり、絶滅の危機にあるツルの飛行訓練に合わせてエンジン付きのハンググライダーで空を飛ぶなど、しばしばユニークなパフォーマンスをすることでも知られています。,neutral
3138,ja,プーチン嫌い 上半身裸で乗馬する暇があるなら北方領土解決しろようんこ,negative
3139,ja,プーチンて今のロシア皇帝、歴代皇帝の中でもかなりナルシストの見せたがりだと思う,negative
3140,ja,>プーチン大統領は猛獣を手なずけるのが得意とされ、アウトドア派のイメージを前面に押し出している。 よくわからない。,neutral
3141,ja,うわ、ヤバい…プーチン大統領、かっこいい…！ あの筋肉、すごすぎる…。 スポーツ万能な人なんだな。,positive
3142,ja,プーチン大統領って面白いキャラだなぁw わたしはゴルディがなんか好きだった…,positive
3143,ja,プーチン大統領ってアイスホッケーもできるのか。上半身裸で乗馬したり、アクティブな人だねー,positive
3144,ja,プーチン大統領がアイスホッケー。。。なんかかっこいいな。いろんな大統領がいるもんだ。,positive
3145,ja,アイスホッケーするプーチンの胸に赤い星。マッチョなアピール、ロシアの庶民にはウケるんだろうなぁ。３倍速くはないと思うけどね！,neutral
3146,ja,「プーチン大統領はしばしばユニークなパフォーマンスを見せています。」ってNHK。。。笑,neutral
3147,ja,プーチン今度はアイスホッケーかよ……大統領でありながら、ガチャピン的な立ち位置になってゆくのかと思うと胸が熱くなるな……！,positive
3148,ja,プーチンが！！上半身裸で馬に乗ってる！！ 鶴？と一緒に空飛んでる！！！！ プーチン様はなんでもできる。,positive
3149,ja,プーチンさんは柔道とスキーが得意だそうです 今回はアイスホッケー\( ˆoˆ )/ プーチンさんアクティブだな\( ˆoˆ )/,positive
3150,ja,プーチンたくましい 上半身裸で乗馬だのフォーミュラマシン乗るだの アイスホッケーのプーチン素敵だ,positive
3151,ja,プーチン、柔道、空手にサンボもいけるから打投極の全部いける総合格闘家大統領じゃないですか,positive
3152,ja,たんぶらに投げたネタをだっしゅぼーどで再見してしまった…みんな好きね、プーチン。,positive
3153,ja,「プーチンの虎」ってそういうあだ名の側近とかかと思ったらリアル虎だった…,neutral
3154,ja,引用 つまりプーチン氏は、元KGBのスパイで、武道の達人で、現在は大統領の地位ということになります。この人は一体どこの漫画の世界から飛び出してきたのでしょうか？,positive
3155,ja,侵略強奪、強制労働、人権無視の収容といい、北のさきがけはその親の旧ソ連です。リアルに抑留を経験した方々がまだご健在であった頃、冷戦とはまた別の、ソ連に対する憎悪が日本にはありました。今は今だけれども、プーチンがいくらメディアを味方にしても、ロシアの本質は侵略強奪だと思う。,neutral
3156,ja,ウサビッチのプーチンってかわいさの部類がくわちゃんと一緒な気がする。ちなみにわたしはキレネンコ派,neutral
3157,ja,ニュートンもキャラ的にネガティと同じ道を歩むだろう(( やっぱり王道プーチン♡,neutral
3158,ja,これすごく面白い。プーチンさん、全部が全部手放しに良いと言えるかは別として、国を引っ張る才は断トツである方だと思う。,positive
3159,ja,プーチンの帝王感大好きだしロシアはもっとそういう感じでプロモーションしていってほしい,positive
3160,ja,プーチン大統領が個人的にアムールトラの保護施設に出資したりしてると聞いて大好きになりました,positive
3161,ja,イギリスとか、先日のパレスチナ騒ぎであっさり化けの皮剥がれてたじゃん。「ユダヤは死ね」とか垂れ幕ぶら下げてる阿呆とか居てさ。あれをほっとくとスコットランド独立選挙の時みたいに暴動騒ぎになるんだろアイツラ。野蛮人だから。,neutral
3162,ja,ケン「＜アザミ＞は乙女座のラッキーフラワー。花言葉は『独立』『触れないで』、あとは『報復』なんかもあるみたいだぜ。なんか悪い意味ばっかみたいに思えるけど、スコットランドではアザミは勝利を導いた救国の花として『独立』らしい。開花時期は３月～７月。花色は赤紫！」,neutral
3163,ja,スコットランドの独立の情報がこっちにも出回ってきて、そこら辺の普通の高校生の口から、世間話で日本で言ったら沖縄が独立したがってるよねーってしゃべってるの聞いて、独立したい理由も経緯も背景も全く違うのに、独立って言葉しか共通点がないのに同じって思う感覚がホンと怖いって思ったよ,neutral
3164,ja,胸部には五対の歩脚型付属肢があり、2012年度のレギュラーシーズン最終戦を確保した独立国であるイングランド、スコットランド、ウェールズ、北アイルラ谿ドの各政府により異なる場合があるが、すべての波長に透明な素材は存在しない。,neutral
3165,ja,1603年にイングランドとスコットランドが、18世紀に親密な関係にあっ朞ハンガリー王国から独立を果たすと、この率は国内の議会と比べると低い。,neutral
3166,ja,英国の政情不安でポンド売りドル買い⇒ドル買い円安に振れている。 スコットランド独立が決まれば、英国からの資金流出が加速する。米国の金利が上がって、ますますドルの独歩高が進み、日本は超円安からスタグフレーションに突入する。,neutral
3167,ja,プーチンはいまだにクチで説得しているつもりなのだろうが、効果がないから脅している。中国と変わらない。チカラで屈服ってもうやめろと。どっちにしろ、独立志向に行くのがいいのでは？スコットランドがつくづく惜しい。,positive
3168,ja,南日本は１８日付「南風録」で江戸時代のペリー来航が「日米のはざまで苦しむ沖縄の歴史の始まりである」。スコットランドやスペイン・カタルーニャ地方の独立問題に触れ「各国の独立運動に世界中の目が集まった今年である…『独立は見果てぬ夢』という言葉がある。沖縄県民にくすぶる思いなのか」と,neutral
3169,ja,スコットランド(笑)(笑) 現地人じゃないのに(笑)(笑) 語ってる(笑)(笑)(笑) わろた。スコットランドのほとんどの人(中高年)はこのままでいいって言ってるんですけどヽ(´ー`)ノ 若い人が独立したがってるだけであってほとんどの人は今のままでよいという傾向(現地人曰),neutral
3170,ja,[157] メル・ギブソン主演の映画『ブレイブハート』はアイルランド独立の英雄を描いた作品である→×　○スコットランド,neutral
3171,ja,ウェールズはイングランドにバリバリ不満あるしイングランド人そんな好きじゃなーい、でもまあ属してないとなあ、独立めんどいし…という感じなのですがスコットランドは俺たちの文化！俺たちの国！俺たちはイギリスではないぜ！って感じで早く独立した方がいい。,positive
3172,ja,因みにいうとなぜかスコットランドだけ独自に祝日増やしてて3日くらい多いです。あやつら完全にイングランドとは別システムで生きてます。政治から教育からなにまで…もう独立しちまえよ…,positive
3173,ja,@yagiyagi0419 そして  25%でシャリア法社会をつくり国から地域を独立させ統治し 50%超えで選挙が行われた時に堂々と正面から乗っ取ります  スコットランドは勇足でしたがあれはまた独立騒ぎになり時間の問題です  この移民政策は4世代で完成するのです,neutral
3174,ja,@yagiyagi0419 確かに米国は人口は増えますが、私は不安があります  スコットランド独立騒ぎやスペインでも同様の独立騒ぎがあり、オバマはコーランに手を置き大統領の宣誓を行い、これらはイスラム教の政策の結果であります  これから経済は政治にひっくり変えされる時代  続く,neutral
3175,ja,スコットランドが独立したらイギリスの美味いものリストからウイスキーが消えて紅茶だけが残る事態に陥っていた,neutral
3176,ja,スコットランド、スペインのカタルーニャなど、世界的に独立の気運が高まる中で、沖縄の独立もそう遠くない未来に実現するかもしれませんね。,neutral
3177,ja,先にエド・ミリバンドの「オックスフォード卒」について。それはスコットランド独立投票時のSNPの戦略だよ〜。SNPは３党首をミドルクラスのスノッブでくくったけど、エドが人種階級混交の公立コンプリヘンシブ校出身である事は考慮されるべき。続　@yunod @brighthelmer,neutral
3178,ja,イギリスは王制じゃないか。王室ね。王室を廃止しろって言ったらイギリス人じゃないの？だからスコットランドが独立してたらよかったのにって強く思う。,positive
3179,ja,@shochou 独立したら独立元の貨幣は使えなくなるって聴いたぞ　スコットランド独立問題の時に。,neutral
3180,ja,@KESEN2011 @akamineseiken 私の説明不足ですみません。 沖縄社会大衆党は、戦前の「無産政党」、戦後の社会党右派、民社党の流れです。自民党沖縄とは別です。独立派ではありません。 スコットランド国民党とは社会民主主義を基調としている所が似てると思います。,neutral
3181,ja,来年の下院選にゴードン・ブラウンは立候補しないと決めたとか。議席半減が見込まれるスコットランド労働党で絶対に固い議席なんだけどなあ。独立国民投票の演説はなんと言っても投票日前日のブラウンのあれに尽きる。保守UKIPの連立になったら、スコットランドか大陸に移住するしかないかも。,neutral
3182,ja,中国「そういえばスコットランドは2014年にスコットランドは英国から独立するかの住民投票を実施するんだったあるね」イギリス「そ、そうなんだよ・・・うん、」中国「お前大丈夫あへん？」アメリカ「えぇ！？スコットランドがイギリスの一部だって初めて知ったよ！」イギリス「出たよアメリカ人」,neutral
3183,ja,このようにグローバル企業の横暴が目立つ昨今ですので私はスコットランドや方ルーニャの地方独立運動を支持してる次第です。 地方の条例などのローカルルールでグローバル企業を規制できるから地方の権限が強化されることをグローバル企業は最も恐れてるわけです。,positive
3184,ja,昔イングランドから侵攻受けて恨みを持っていたり、イギリス誕生後もイングランドに占領されたという意識を持っていたりで、イギリスから独立したがってたりするスコットランド人にとっては、この日は最高の日だったに違いない。当時イングランド１のチームをスコットランドのチームが破ったのである。,neutral
3185,ja,スコットランド！！ スコットランド君出てこんのかな？ 独立騒ぎでヘタリアにっ,neutral
3186,ja,スコットランドってイギリスから独立しようとしてた所かな #hakken #ふしぎ発見,neutral
3187,ja,→この流行語は共感したよ Euromaidan　ウクライナに抗議に付けられて、反政府のデモ参加者を記述するのに用いられる語。 cybernat　スコットランド独立支持者 indyref　イギリスから独立しようとしたスコットランドの投票関連,neutral
3188,ja,@ynonjack イギリスから買い物することがあるので正直180円代はキツイですｗ　スコットランド独立投票前まではもっと買い物しやすかったのに…,neutral
3189,ja,政治的な自爆は、今年はスコットランド独立可否レファレンダムでの英労働党で見尽くした、そう思っていた時期がわたしにもありました。今週金曜、その英労働党が「白ヴァン」写真の要職者を辞職させて「まだ掘る墓穴があったのね！」とお目目きらきらさせていたら、今度は足元の小学生が…（口から泡）,neutral
3190,ja,イギリス内のスコットランドやウェールズと同じように、ポルトガル最南端のアルガルヴェは一応独立した王国でポルトガル王はアルガルヴェ王を兼ねるという形式だったみたい。 さらにそこにブラジルも王国として昇格する。,neutral
3191,ja,アメリカ合衆国やイギリスを始めとしても頼れる存在だが、日本統治時代は日本語で、中国国民党によるスコットランド独立運動が大日本帝国政府に与えた文化として利用され阨手書きの文字や図面や絵等の電送に使用されている。,neutral
3192,ja,沖縄知事選での辺野古移設反対派の知事が誕生。スコットランドの分離独立を問う国民投票行為が、ずいぶんと選挙結果にに反映されているとおもう。補助金付け政治からの脱却を沖縄の人々は選択した。一条の光をみる。,neutral
3193,ja,9月18日の花言葉はアザミです。花言葉は「独立」です。スコットランドでは、ノルウェーの侵攻から城を守った花として、国花となっている植物です。,neutral
3194,ja,為替はここ数週間ほとんどとれていない。スコットランド独立騒動以来変調をきたしていると言ってもいい。ポンド円ロングとキウイ円ショートも決してうまい手ではないと考えながら、ポンド買いはまだ時期尚早。売ったキウイも中国の利下げの余波で高止まりだ。ここは素直にドル円買いが正解なのだろうが,neutral
3195,ja,スコットランド独立したらグレートブリテンじゃなくなるからどうするんだろうと思っていた。,neutral
3196,ja,イギリスは四つの地域に分かれているよ。それぞれに議会も持っていて結構自律的でもあるんだ。スコットランドでは長年分離独立の議論があるよ。サッカーでは四つの地域に分かれているよね。,neutral
3197,ja,豪ドルとポンドの勢いが一気に米ドルに並んだからなぁ。スコットランド独立問題でポンド安くならなかったもんな～　>RTについて,neutral
3198,ja,独立はしませんでしたがスコットランド独立報道やマッサンの影響か、秋からスコットランド関連グッズの売上が伸びています。,neutral
3199,ja,イギリスのユーモアは異民族（スコットランド人など）をバカにしすぎやな、そりゃ独立もしたくなるわ,positive
3200,ja,スコットランド独立に賛成する動画がすごい！ 一見独立反対のようなのに、半ばまで来るとそれが一転するのだっ - Pouch［ポーチ］,neutral
3201,ja,スコットランド自治政府に初の女性首席大臣 2014年11月21日 10時16分。... ロンドン＝柳沢亨之英北部スコットランド自治議会は１９日、独立運動を率いる「スコットランド民族党」（ＳＮＰ）のニコラ・スタージョン党首（４４）を自治政府ト・・マジですか！,neutral
3202,ja,仲間由紀恵が公安にマークされたっちゅう噂がいっとき流れたね。沖縄絡みで。“@shirotukafujio: @operu67 @tonakan_no2 琉球国独立になるとパスポート要るんだろうかの？もう、沖縄復興助成金も要らねーよな？スコットランド騒動みたいに通貨使わせなｗｗｗ”,neutral
3203,ja,@operu67 @tonakan_no2 琉球国独立になるとパスポート要るんだろうかの？もう、沖縄復興助成金も要らねーよな？スコットランド騒動みたいに通貨使わせないってなったら、笑えるｗｗｗ　うらむなら知事恨めって話だよな？ｗｗｗ,neutral
3204,ja,スコットランド独立阻止の条件にスコットランドへの大幅な権限移譲が約束されていただけに、スコットランドから不満の声が挙がってもおかしくはない。,neutral
3205,ja,地理の先生がスコットランド独立の話から飛んで、北海道は絶対に独立した方がいいとか言っててなるほどと思った。,neutral
3206,ja,@tassotakuya アレックス・サモンド氏を岩手に招聘しましょう。スコットランド独立に長年取り組んできた氏の理想と取組についてお聞きするのです。先日は敗北しましたが、世界で最も穏やかで堅実な独立運動を指揮し、ついに半数までこぎつけた氏の志と手腕に学ぶものは多いと思うのです。,positive
3207,ja,@boxandcalender 持ち上げていたのはテレビ東京くらいだと思います。 スコットランド独立運動に比べたら報道が少ないと思いませんか？,neutral
3208,ja,イギリスで独立しなかった地域はどこか？ 〇スコットランド ×カセットコンロ これはひどい。,neutral
3209,ja,スコットランド楽しい 意外に深いぞ、独立運動 プリントないけどWikipediaで頑張っております 北海油田フゥ〜 地方の域内GDP格差フゥ〜 ポンドかユーロ フゥ〜 アレックスサモンド フゥ〜 16歳以上フゥ〜 投票率84.59%フゥ〜,neutral
3210,ja,ざっくりにしても、イングランドとスコットランドが合わさってグレートブリテン王国になったり、オーストリア継承戦争＆七年戦争、ルイ16世＆マリー・アントワネットの処刑、ボストン茶会事件からの独立戦争、フランス革命とか、これら18世紀ですもんね。,neutral
3211,ja,"ダン「アザミの花言葉は""権威、独立、満足、報復、復讐""だ」アンヌ「物騒な言葉が並ぶわね。触ると痛いし、見た目もとげとげしているし…」ダン「だがスコットランドでは、そのトゲによって外敵から国土を守ったとされ国花となっている。武器というものは使う者しだいということだな」",neutral
3212,ja,IC余るし独立させてもいいけどイタリアとスコットランドしかねえし独立させても微妙やな,negative
3213,ja,イギリスでスコットランドが独立戦争という名前のテロやってた外伝は書きたい・・・・。北アイルランドからテロのノウハウ学んだり、ならず者国家からかき集めた武器で戦いを挑んできたりする話,neutral
3214,ja,スコットランドvsイングランドの親善試合かなり白熱したらしいけど ついこのあいだ独立選挙がどうのこうのってやってたからね そりゃ当然盛り上がる 観客が色々物投げてたし ルーニーのゴール後の喜びが凄まじく普通の親善試合じゃないことすぐに分かる てかルーニー良い調子!!,neutral
